id,tripId,scheduleRelationship,routeId,directionId,latitude,longitude,currentStopSequence,currentStatus,timestamp,stopId,id,licensePlate
2980_702,34153_1Z702_1_7_v_20_146_DESC,0,146,1,38.72800827026367,-9.160079956054688,10,2,1691159054,6101,2980,29-VM-90
2256_754,33629_7Z754_1_7_v_9_201_ASC,0,201,0,38.74055862426758,-9.21426010131836,24,2,1691159069,8820,2256,80-53-ZE
2970_730,33563_4Z730_1_7_v_12_198_DESC,0,198,1,38.72782897949219,-9.128199577331543,14,2,1691159055,7009,2970,29-VM-87
2993_730,33560_1Z730_1_7_v_13_198_DESC,0,198,1,38.729610443115234,-9.14391040802002,0,2,1691159057,,2993,29-VM-93
2734_720,33766_6Z720_1_7_v_12_143_DESC,0,143,1,38.73775100708008,-9.155799865722656,13,2,1691159066,1511,2734,AG-50-EI
1753_720,33767_7Z720_1_7_v_12_143_DESC,0,143,1,38.70267868041992,-9.180230140686035,3,2,1691159052,12005,1753,34-HU-19
2742_720,33765_5Z720_1_7_v_11_143_DESC,0,143,1,38.74114990234375,-9.147250175476074,16,2,1691159057,1915,2742,AG-94-TG
2745_720,33763_3Z720_1_7_v_10_143_DESC,0,143,1,38.732059478759766,-9.142049789428711,19,2,1691159054,6506,2745,AG-06-TH
2737_756,33661_6Z756_1_7_v_15_175_DESC,0,175,1,38.73286056518555,-9.164250373840332,10,2,1691159067,6125,2737,AG-45-EI
2738_756,33658_3Z756_1_7_v_12_175_DESC,0,175,1,38.73360824584961,-9.163829803466797,10,2,1691159050,6125,2738,AG-46-EI
2736_756,33656_1Z756_1_7_v_13_175_DESC,0,175,1,38.73780059814453,-9.15565013885498,12,2,1691159073,1504,2736,AG-47-EI
2431_767,33733_14Z767_1_7_v_8_112_DESC,0,112,1,38.7493782043457,-9.21953010559082,2,2,1691159046,50336,2431,44-BC-27
2422_767,33730_11Z767_1_7_v_8_112_DESC,0,112,1,38.760501861572266,-9.169349670410156,24,2,1691159065,50012,2422,29-AU-17
2401_767,33732_13Z767_1_7_v_8_112_DESC,0,112,1,38.75627899169922,-9.203949928283691,9,2,1691159041,13712,2401,50-AL-14
2403_767,33729_10Z767_1_7_v_6_112_DESC,0,112,1,38.761329650878906,-9.16670036315918,25,2,1691159063,50006,2403,50-AL-12
2433_767,33726_7Z767_1_7_v_7_112_DESC,0,112,1,38.72951126098633,-9.14050006866455,41,2,1691159060,6903,2433,44-BC-28
2450_767,33728_9Z767_1_7_v_10_112_DESC,0,112,1,38.7504997253418,-9.142680168151855,33,2,1691159073,102,2450,44-BC-36
1708_756,33664_9Z756_1_7_v_12_175_ASC,0,175,0,38.702598571777344,-9.180299758911133,24,2,1691159059,12122,1708,69-AL-71
4811_728,33830_18Z728_1_7_v_8_204_DESC,0,204,1,38.697330474853516,-9.202879905700684,11,2,1691159063,10202,4811,34-VR-20
4812_728,33831_19Z728_1_7_v_9_204_DESC,0,204,1,38.706329345703125,-9.145359992980957,7,2,1691159065,3802,4812,20-VQ-70
1765_742,33878_15Z742_1_7_v_15_114_ASC,0,114,0,38.703678131103516,-9.190730094909668,19,2,1691159053,13406,1765,63-HX-28
2306_742,33877_14Z742_1_7_v_13_114_ASC,0,114,0,38.710628509521484,-9.193610191345215,25,2,1691159052,10308,2306,83-19-ZM
2735_742,33879_16Z742_1_7_v_13_114_ASC,0,114,0,38.71250915527344,-9.17354965209961,8,2,1691159056,9405,2735,AG-37-EI
2212_742,33874_11Z742_1_7_v_13_114_ASC,0,114,0,38.767059326171875,-9.171879768371582,1,2,1691159010,6106,2212,08-05-XS
2708_732,33776_4Z732_1_7_v_13_107_ASC,0,107,0,38.7034797668457,-9.170530319213867,6,2,1691159054,10202,2708,92-XQ-32
2703_732,33770_1Z732_1_7_v_11_107_ASC,0,107,0,38.70381164550781,-9.206509590148926,20,2,1691159063,13108,2703,92-XQ-24
550_28E,33850_3Z28E_1_7_v_19_75_DESC,0,75,1,38.712650299072266,-9.156880378723145,7,2,1691159041,6717,550,
554_28E,33848_1Z28E_1_7_v_17_75_DESC,0,75,1,38.70989990234375,-9.151749610900879,11,2,1691159072,7111,554,
2231_799,33538_3Z799_1_7_v_13_120_DESC,0,120,1,38.7535514831543,-9.19618034362793,22,2,1691159062,10912,2231,06-28-XX
2245_778,33556_4Z778_1_7_v_14_179_ASC,0,179,0,38.76131057739258,-9.170649528503418,5,2,1691159063,50011,2245,22-35-ZB
2976_765,33717_3Z765_1_7_v_32_110_DESC,0,110,1,38.75278091430664,-9.209650039672852,0,2,1691159048,,2976,30-VM-00
2423_716,34075_6Z716_1_7_v_15_164_ASC,0,164,0,38.73950958251953,-9.149979591369629,2,2,1691159068,1407,2423,29-AU-18
2408_716,34074_5Z716_1_7_v_13_164_ASC,0,164,0,38.749061584472656,-9.19102954864502,16,2,1691159075,10814,2408,50-AL-08
2244_758,33695_13Z758_1_7_v_11_150_ASC,0,150,0,38.7489013671875,-9.191049575805664,26,2,1691158893,10814,2244,22-44-ZB
2249_758,33697_15Z758_1_7_v_9_150_ASC,0,150,0,38.74148178100586,-9.169599533081055,19,2,1691159060,1609,2249,22-32-ZB
2279_758,33699_17Z758_1_7_v_11_150_ASC,0,150,0,38.739810943603516,-9.167280197143555,17,2,1691159050,2713,2279,67-38-ZJ
2250_758,33700_18Z758_1_7_v_11_150_ASC,0,150,0,38.720458984375,-9.159159660339355,9,2,1691159047,6816,2250,80-41-ZE
2257_758,33683_1Z758_1_7_v_11_150_ASC,0,150,0,38.72040939331055,-9.155360221862793,8,2,1691159048,6812,2257,80-50-ZE
1772_742,33870_6Z742_1_7_v_18_114_ASC,0,114,0,38.724578857421875,-9.11598014831543,9,2,1691159046,9806,1772,63-HX-22
2205_742,33868_4Z742_1_7_v_16_114_ASC,0,114,0,38.73775100708008,-9.142430305480957,21,2,1691159045,11107,2205,01-71-XO
231_41B,33361_2Z41B_1_7_v_16_232_DESC,0,232,1,38.779781341552734,-9.148360252380371,16,2,1691159048,6018,231,84-47-XQ
1729_798,33851_1Z798_1_7_v_19_194_ASC,0,194,0,38.78242874145508,-9.14188003540039,17,2,1691159070,6016,1729,25-AS-41
4624_796,33564_1Z796_1_7_v_23_174_ASC,0,174,0,38.77009963989258,-9.159560203552246,3,2,1691159070,5901,4624,11-JM-75
2712_738,33842_11Z738_1_7_v_17_117_ASC,0,117,0,38.70463180541992,-9.1766996383667,12,2,1691159052,12102,2712,97-27-XT
2667_738,33845_14Z738_1_7_v_15_117_ASC,0,117,0,38.7157096862793,-9.159680366516113,5,2,1691159059,8104,2667,87-XB-45
2666_738,33846_15Z738_1_7_v_17_117_ASC,0,117,0,38.71160125732422,-9.16405963897705,6,2,1691159053,8102,2666,87-XB-39
2297_724,33410_7Z724_1_7_v_14_178_DESC,0,178,1,38.74483108520508,-9.199299812316895,12,2,1691159052,2802,2297,83-06-ZM
4814_728,33814_2Z728_1_7_v_7_204_DESC,0,204,1,38.729251861572266,-9.107060432434082,23,2,1691159073,8314,4814,68-VQ-52
4609_728,34226_83Z728_1_7_v_9_204_DESC,0,204,1,38.696250915527344,-9.198949813842773,38,2,1691159049,10202,4609,96-GL-86
2663_728,33841_72Z728_1_7_v_5_204_DESC,0,204,1,38.70355987548828,-9.170209884643555,47,2,1691159066,9604,2663,05-VZ-62
4823_728,33828_16Z728_1_7_v_9_204_DESC,0,204,1,38.72700119018555,-9.109729766845703,24,2,1691159047,8312,4823,53-VR-09
4825_728,33825_13Z728_1_7_v_9_204_DESC,0,204,1,38.696800231933594,-9.199179649353027,38,2,1691159063,10202,4825,20-VQ-72
4821_728,33823_11Z728_1_7_v_7_204_DESC,0,204,1,38.69779968261719,-9.204500198364258,47,2,1691159066,9604,4821,20-VQ-68
2718_727,33893_3Z727_1_7_v_7_103_ASC,0,103,0,38.71242904663086,-9.175410270690918,18,2,1691159056,11904,2718,92-XQ-23
2768_727,33895_5Z727_1_7_v_8_103_ASC,0,103,0,38.741729736328125,-9.146949768066406,8,2,1691159055,1906,2768,AH-25-ND
2655_727,33892_2Z727_1_7_v_6_103_ASC,0,103,0,38.6974983215332,-9.20419979095459,29,2,1691159020,4112,2655,05-VZ-67
2719_727,33891_1Z727_1_7_v_7_103_ASC,0,103,0,38.70235061645508,-9.202409744262695,32,2,1691159016,13310,2719,92-XQ-17
2747_755,33636_2Z755_1_7_v_11_118_DESC,0,118,1,38.74320983886719,-9.09988021850586,40,2,1691159072,12524,2747,AG-09-TH
1763_755,33638_4Z755_1_7_v_11_118_DESC,0,118,1,38.7563591003418,-9.118300437927246,25,2,1691159071,14702,1763,63-HX-25
2497_755,33640_6Z755_1_7_v_9_118_DESC,0,118,1,38.75381088256836,-9.14445972442627,11,2,1691159041,104,2497,88-BL-71
1713_793,33519_4Z793_1_7_v_14_145_DESC,0,145,1,38.74781036376953,-9.108779907226562,14,2,1691159052,3710,1713,69-AL-76
4619_728,33821_9Z728_1_7_v_8_204_ASC,0,204,0,38.763999938964844,-9.098010063171387,44,2,1691159068,2402,4619,22-GP-53
4818_728,33819_7Z728_1_7_v_10_204_ASC,0,204,0,38.70756149291992,-9.133000373840332,25,2,1691159043,4507,4818,42-VT-57
4615_728,34225_82Z728_1_7_v_1_204_ASC,0,204,0,38.712528228759766,-9.123860359191895,0,2,1691159061,6,4615,22-GP-49
4618_728,33816_4Z728_1_7_v_6_204_ASC,0,204,0,38.76382827758789,-9.098030090332031,44,2,1691159069,2402,4618,22-GP-52
2949_722,33371_2Z722_1_7_v_14_196_ASC,0,196,0,38.74235916137695,-9.13601016998291,3,2,1691159055,304,2949,62-GQ-52
581_18E,33362_1Z18E_1_7_v_17_78_ASC,0,78,0,38.7034797668457,-9.170729637145996,5,2,1691159046,10202,581,
545_18E,33364_3Z18E_1_7_v_13_78_ASC,0,78,0,38.704811096191406,-9.195910453796387,15,2,1691159033,13410,545,
604_18E,18351_51Z18E_1_2_v_1_78_ASC,0,78,0,38.70151138305664,-9.181050300598145,0,2,1690817699,,604,
2258_764,33710_3Z764_1_7_v_10_168_DESC,0,168,1,38.75144958496094,-9.190079689025879,19,2,1691159064,10807,2258,53-58-ZJ
2239_768,33314_3Z768_1_7_v_12_111_DESC,0,111,1,38.771461486816406,-9.18947982788086,5,2,1691159067,14105,2239,06-30-XX
2246_768,33313_2Z768_1_7_v_12_111_DESC,0,111,1,38.75600051879883,-9.17704963684082,16,2,1691159067,13605,2246,22-38-ZB
2744_735,33677_10Z735_1_7_v_9_172_ASC,0,172,0,38.754600524902344,-9.144659996032715,27,2,1691159049,103,2744,AG-13-TH
2499_735,33681_14Z735_1_7_v_9_172_ASC,0,172,0,38.706581115722656,-9.137330055236816,1,2,1691159061,3801,2499,03-BM-58
2495_735,33679_12Z735_1_7_v_9_172_ASC,0,172,0,38.73514938354492,-9.134149551391602,18,2,1691159058,509,2495,88-BL-69
2462_726,33806_10Z726_1_7_v_9_116_ASC,0,116,0,38.73720932006836,-9.142029762268066,9,2,1691159052,11102,2462,74-BC-72
2459_726,33804_8Z726_1_7_v_7_116_ASC,0,116,0,38.750301361083984,-9.172829627990723,25,2,1691159046,12709,2459,74-BC-74
2475_726,33803_7Z726_1_7_v_9_116_ASC,0,116,0,38.765708923339844,-9.198599815368652,34,2,1691158920,13912,2475,54-BH-96
2476_726,33802_6Z726_1_7_v_9_116_ASC,0,116,0,38.76002883911133,-9.192310333251953,34,2,1691159040,13912,2476,91-BE-72
2464_726,33798_2Z726_1_7_v_5_116_ASC,0,116,0,38.69525146484375,-9.215510368347168,0,2,1691159059,,2464,91-BE-71
2294_724,33404_1Z724_1_7_v_15_178_ASC,0,178,0,38.76520919799805,-9.19832992553711,27,2,1691158588,13912,2294,92-52-ZM
2292_724,33406_3Z724_1_7_v_15_178_ASC,0,178,0,38.75545883178711,-9.199310302734375,22,2,1691159053,10910,2292,83-16-ZM
2412_724,33408_5Z724_1_7_v_17_178_ASC,0,178,0,38.707698822021484,-9.179349899291992,2,2,1691159046,12117,2412,92-AO-48
2441_747,33337_4Z747_1_7_v_14_177_ASC,0,177,0,38.768028259277344,-9.180529594421387,11,2,1691159059,12829,2441,29-AX-07
2421_747,33339_6Z747_1_7_v_14_177_ASC,0,177,0,38.759178161621094,-9.156350135803223,1,2,1691159055,5827,2421,29-AU-16
2346_729,33504_52Z729_1_7_v_6_104_DESC,0,104,1,38.78575897216797,-9.149849891662598,32,2,1691159045,10807,2346,62-93-ZG
2402_729,33492_3Z729_1_7_v_9_104_DESC,0,104,1,38.737060546875,-9.201930046081543,22,2,1691159032,8837,2402,50-AL-13
2454_729,33501_12Z729_1_7_v_6_104_DESC,0,104,1,38.74861145019531,-9.191160202026367,31,2,1691159068,10835,2454,16-AZ-18
2430_729,33490_1Z729_1_7_v_9_104_DESC,0,104,1,38.7504997253418,-9.191060066223145,32,2,1691159042,10807,2430,29-AX-12
279_28E,33860_42Z28E_1_7_v_1_75_ASC,0,75,0,38.714908599853516,-9.136460304260254,0,2,1691134515,,279,AI-38-FG
268_28E,33861_43Z28E_1_7_v_24_75_ASC,0,75,0,38.71549987792969,-9.136059761047363,0,2,1691159048,,268,AH-56-CZ
4627_736,34104_17Z736_1_7_v_9_199_ASC,0,199,0,38.78628158569336,-9.18323040008545,24,2,1691158378,15102,4627,11-JM-76
4828_736,34088_1Z736_1_7_v_9_199_ASC,0,199,0,38.7901611328125,-9.176199913024902,22,2,1691159039,50083,4828,20-VQ-64
4838_736,34107_20Z736_1_7_v_9_199_ASC,0,199,0,38.773529052734375,-9.16156005859375,14,2,1691159049,5907,4838,34-VR-22
2293_736,34251_84Z736_1_7_v_9_199_ASC,0,199,0,38.77315902709961,-9.161310195922852,14,2,1691159060,5907,2293,92-57-ZM
4827_736,34090_3Z736_1_7_v_9_199_ASC,0,199,0,38.74797821044922,-9.148200035095215,5,2,1691159062,2011,4827,34-VR-15
4830_736,34092_5Z736_1_7_v_11_199_ASC,0,199,0,38.73194885253906,-9.141630172729492,1,2,1691159044,6506,4830,20-VQ-63
1770_717,33602_12Z717_1_7_v_10_170_ASC,0,170,0,38.79558181762695,-9.150879859924316,38,2,1691159047,11610,1770,63-HX-17
1758_717,33584_4Z717_1_7_v_11_170_ASC,0,170,0,38.76033020019531,-9.156880378723145,15,2,1691159050,5805,1758,34-HU-24
1746_717,33583_3Z717_1_7_v_8_170_ASC,0,170,0,38.773799896240234,-9.161580085754395,20,2,1691159053,5905,1746,92-HR-03
1742_717,33588_6Z717_1_7_v_11_170_ASC,0,170,0,38.73630142211914,-9.13463020324707,1,2,1691159046,521,1742,91-HR-99
2629_781,33569_1Z781_1_7_v_11_151_ASC,0,151,0,38.71432876586914,-9.121600151062012,4,2,1691159059,2113,2629,52-VP-81
2636_781,33579_10Z781_1_7_v_13_151_ASC,0,151,0,38.76253128051758,-9.109450340270996,15,2,1691159054,8414,2636,87-VS-50
4628_783,34123_8Z783_1_7_v_11_203_ASC,0,203,0,38.78826141357422,-9.123749732971191,29,2,1691158807,16305,4628,27-JO-10
4622_783,34125_10Z783_1_7_v_9_203_ASC,0,203,0,38.7594108581543,-9.137510299682617,10,2,1691159052,11303,4622,90-JI-91
2218_742,33866_2Z742_1_7_v_13_114_DESC,0,114,1,38.73775863647461,-9.142560005187988,0,2,1691159059,,2218,07-98-XS
1720_742,33872_8Z742_1_7_v_15_114_DESC,0,114,1,38.728031158447266,-9.109800338745117,17,2,1691159059,8303,1720,25-AS-32
1751_742,33865_1Z742_1_7_v_17_114_DESC,0,114,1,38.72809982299805,-9.12051010131836,10,2,1691159073,11702,1751,34-HU-17
2676_714,33478_71Z714_1_7_v_5_102_ASC,0,102,0,38.721248626708984,-9.221360206604004,40,2,1691158827,18602,2676,87-XB-40
2691_714,33479_72Z714_1_7_v_7_102_ASC,0,102,0,38.7067985534668,-9.155579566955566,4,2,1691159059,3926,2691,90-XF-45
2713_714,33471_8Z714_1_7_v_9_102_ASC,0,102,0,38.70547866821289,-9.17117977142334,10,2,1691159062,10208,2713,92-XQ-34
2688_714,33473_10Z714_1_7_v_9_102_ASC,0,102,0,38.7227783203125,-9.229729652404785,40,2,1691159049,18602,2688,93-XA-35
4808_753,34056_14Z753_1_7_v_8_167_ASC,0,167,0,38.67380142211914,-9.173910140991211,4,2,1691159052,14601,4808,20-VQ-73
2815_718,33327_7Z718_1_7_v_11_105_DESC,0,105,1,38.75550079345703,-9.113249778747559,30,2,1691159051,24370,2815,90-II-55
2809_718,33323_3Z718_1_7_v_13_105_DESC,0,105,1,38.74052810668945,-9.13346004486084,3,2,1691159071,404,2809,01-IH-98
2812_718,33321_1Z718_1_7_v_10_105_DESC,0,105,1,38.737728118896484,-9.102959632873535,19,2,1691159069,12505,2812,90-II-61
2813_749,33379_2Z749_1_7_v_17_195_DESC,0,195,1,38.74913024902344,-9.136810302734375,5,2,1691159070,11204,2813,90-II-53
2761_751,33545_14Z751_1_7_v_1_109_ASC,0,109,0,38.69865036010742,-9.227330207824707,0,2,1691159063,6,2761,AH-33-ND
2790_751,33540_12Z751_1_7_v_10_109_ASC,0,109,0,38.69987869262695,-9.212010383605957,18,2,1691159048,9614,2790,AI-54-TL
2675_748,33981_23Z748_1_7_v_10_169_ASC,0,169,0,38.724361419677734,-9.160110473632812,1,2,1691159049,50309,2675,87-XB-35
2272_731,33619_7Z731_1_7_v_8_190_DESC,0,190,1,38.738609313964844,-9.163860321044922,28,2,1691159062,1602,2272,76-80-ZG
2234_731,33620_8Z731_1_7_v_10_190_DESC,0,190,1,38.7534294128418,-9.157580375671387,19,2,1691159045,5701,2234,06-26-XX
2260_731,33613_1Z731_1_7_v_10_190_DESC,0,190,1,38.76945877075195,-9.113059997558594,8,2,1691159045,7706,2260,67-47-ZJ
262_61B,33375_1Z61B_1_7_v_10_241_ASC,0,241,0,38.730979919433594,-9.17335033416748,16,2,1691159070,50085,262,AF-49-ZD
2984_702,34157_5Z702_1_7_v_21_146_ASC,0,146,0,38.73365020751953,-9.16897964477539,8,2,1691159072,2705,2984,30-VM-04
2943_29B,33380_1Z29B_1_7_v_13_209_CIRC,0,209,0,38.77558135986328,-9.113249778747559,14,2,1691159068,12309,2943,51-GL-83
2330_705,33541_54Z705_1_7_v_5_176_ASC,0,176,0,38.74530029296875,-9.113280296325684,5,2,1691159067,7908,2330,67-52-ZJ
2624_705,33529_4Z705_1_7_v_13_176_ASC,0,176,0,38.77745056152344,-9.126879692077637,14,2,1691159072,50101,2624,72-VP-82
2960_40B,33329_1Z40B_1_7_v_13_212_DESC,0,212,1,38.780609130859375,-9.150500297546387,11,2,1691159052,50344,2960,27-GU-75
1710_793,33515_2Z793_1_7_v_14_145_ASC,0,145,0,38.748260498046875,-9.118659973144531,21,2,1691159044,3605,1710,69-AL-73
2953_40B,33330_2Z40B_1_7_v_13_212_ASC,0,212,0,38.773780822753906,-9.161479949951172,27,2,1691159066,50163,2953,62-GQ-55
2950_31B,33403_1Z31B_1_7_v_18_210_ASC,0,210,0,38.752628326416016,-9.10984992980957,6,2,1691159065,24385,2950,62-GQ-51
281_73B,33707_1Z73B_1_7_v_7_220_CIRC,0,220,0,38.70167922973633,-9.180100440979004,37,2,1691159054,9505,281,AI-48-OJ
2473_726,33800_4Z726_1_7_v_8_116_DESC,0,116,1,38.74607849121094,-9.169610023498535,13,2,1691159057,12710,2473,74-BC-68
2456_726,33799_3Z726_1_7_v_10_116_DESC,0,116,1,38.738250732421875,-9.154680252075195,23,2,1691159057,1504,2456,74-BC-75
2649_711,34057_10Z711_1_7_v_11_101_DESC,0,101,1,38.743228912353516,-9.218830108642578,2,2,1691159064,3019,2649,75-VS-42
2765_711,34055_9Z711_1_7_v_9_101_DESC,0,101,1,38.73305130004883,-9.18964958190918,17,2,1691159052,8716,2765,AH-37-ND
2698_723,34293_83Z723_1_7_v_6_121_DESC,0,121,1,38.706748962402344,-9.21597957611084,6,2,1691159056,9706,2698,92-XQ-20
2681_723,33943_8Z723_1_7_v_13_121_DESC,0,121,1,38.71760940551758,-9.19946002960205,17,2,1691159048,10315,2681,93-XA-41
2682_723,33947_9Z723_1_7_v_12_121_DESC,0,121,1,38.709808349609375,-9.21500015258789,7,2,1691159059,12404,2682,93-XA-42
2792_748,33982_24Z748_1_7_v_9_169_DESC,0,169,1,38.71788024902344,-9.215160369873047,6,2,1691159064,14311,2792,AJ-53-LI
4809_753,34049_11Z753_1_7_v_10_167_DESC,0,167,1,38.723228454589844,-9.16565990447998,3,2,1691159058,8608,4809,20-VQ-67
2427_767,33721_2Z767_1_7_v_7_112_ASC,0,112,0,38.758548736572266,-9.154000282287598,17,2,1691159059,5707,2427,29-AX-14
2416_767,33723_4Z767_1_7_v_7_112_ASC,0,112,0,38.73643112182617,-9.136380195617676,7,2,1691159052,11108,2416,92-AO-53
2438_767,33720_1Z767_1_7_v_7_112_ASC,0,112,0,38.75979995727539,-9.179759979248047,26,2,1691159067,12828,2438,44-BC-29
2447_767,33735_16Z767_1_7_v_7_112_ASC,0,112,0,38.75371170043945,-9.206399917602539,39,2,1691159053,10927,2447,44-BC-33
2942_32B,33432_1Z32B_1_7_v_12_211_CIRC,0,211,0,38.75040054321289,-9.116700172424316,17,2,1691159064,50478,2942,51-GL-82
2750_720,33761_1Z720_1_7_v_11_143_ASC,0,143,0,38.73741149902344,-9.136159896850586,8,2,1691159052,407,2750,AG-10-TH
2743_720,33771_10Z720_1_7_v_9_143_ASC,0,143,0,38.73588180541992,-9.160810470581055,17,2,1691159049,1514,2743,AG-94-TG
221_773,33393_7Z773_1_7_v_19_124_ASC,0,124,0,38.72040939331055,-9.153730392456055,0,2,1691159048,,221,11-06-XO
224_773,33391_5Z773_1_7_v_19_124_ASC,0,124,0,38.71607971191406,-9.147979736328125,4,2,1691158983,10608,224,04-89-XQ
230_773,33389_3Z773_1_7_v_16_124_ASC,0,124,0,38.71220016479492,-9.168549537658691,19,2,1691159062,10107,230,13-33-XZ
278_76B,33359_1Z76B_1_7_v_11_219_CIRC,0,219,0,38.710880279541016,-9.204750061035156,18,2,1691159058,12926,278,AI-39-FG
257_37B,33308_1Z37B_1_7_v_8_224_CIRC,0,224,0,38.72719955444336,-9.125709533691406,9,2,1691158962,50399,257,AF-59-RM
2988_70B,33383_1Z70B_1_7_v_7_225_CIRC,0,225,0,38.75675964355469,-9.201359748840332,25,2,1691159067,13703,2988,29-VM-94
2987_70B,33384_2Z70B_1_7_v_7_225_CIRC,0,225,0,38.745628356933594,-9.200559616088867,6,2,1691159019,2807,2987,29-VM-99
2696_776,33510_1Z776_1_7_v_36_193_ASC,0,193,0,38.70063018798828,-9.242850303649902,5,2,1691159048,14906,2696,90-XF-63
2975_34B,33298_1Z34B_1_7_v_5_226_CIRC,0,226,0,38.73040008544922,-9.107799530029297,25,2,1691159061,8308,2975,30-VM-11
215_41B,33360_1Z41B_1_7_v_16_232_ASC,0,232,0,38.7742805480957,-9.155449867248535,15,2,1691158509,11502,215,44-42-XM
2752_708,33585_1Z708_1_7_v_10_100_ASC,0,100,0,38.795310974121094,-9.096949577331543,39,2,1691159068,50303,2752,AG-18-TH
1712_708,33589_3Z708_1_7_v_7_100_ASC,0,100,0,38.74509811401367,-9.13129997253418,10,2,1691158991,317,1712,69-AL-75
2310_708,33587_2Z708_1_7_v_10_100_ASC,0,100,0,38.76456069946289,-9.1106595993042,24,2,1691159027,7724,2310,83-07-ZM
261_22B,33311_1Z22B_1_7_v_10_236_CIRC,0,236,0,38.7087516784668,-9.151780128479004,13,2,1691159068,7106,261,AF-48-ZD
2811_718,33325_5Z718_1_7_v_10_105_ASC,0,105,0,38.73051071166992,-9.107749938964844,15,2,1691159048,8308,2811,02-IH-00
2819_718,33324_4Z718_1_7_v_12_105_ASC,0,105,0,38.74034881591797,-9.133429527282715,30,2,1691159070,411,2819,90-II-59
2817_718,33326_6Z718_1_7_v_12_105_ASC,0,105,0,38.751731872558594,-9.113510131835938,2,2,1691159074,50070,2817,90-II-57
2964_730,33561_2Z730_1_7_v_12_198_ASC,0,198,0,38.726600646972656,-9.145509719848633,23,2,1691159074,6603,2964,30-VM-19
2961_730,33562_3Z730_1_7_v_14_198_ASC,0,198,0,38.739200592041016,-9.121230125427246,6,2,1691159065,8907,2961,26-VD-02
264_61B,33376_2Z61B_1_7_v_10_241_DESC,0,241,1,38.724029541015625,-9.17020034790039,17,2,1691159045,50507,264,AG-42-OV
255_55B,33348_1Z55B_1_7_v_10_240_CIRC,0,240,0,38.756500244140625,-9.186659812927246,18,2,1691159066,12802,255,AF-58-RM
267_67B,33309_1Z67B_1_7_v_7_253_CIRC,0,253,0,38.70528030395508,-9.170729637145996,12,2,1691159050,9418,267,AG-41-OV
205_17B,33343_1Z17B_1_7_v_7_247_CIRC,0,247,0,38.719581604003906,-9.136380195617676,12,2,1691159051,811,205,30-01-XM
214_49B,33306_1Z49B_1_7_v_8_251_CIRC,0,251,0,38.74401092529297,-9.140899658203125,2,2,1691159063,50563,214,44-14-XL
2973_774,33995_1Z774_1_7_v_21_192_ASC,0,192,0,38.71738052368164,-9.16843032836914,2,2,1691159059,8012,2973,30-VM-13
2974_774,34009_5Z774_1_7_v_15_192_ASC,0,192,0,38.72019958496094,-9.155500411987305,8,2,1691159053,6823,2974,30-VM-22
2715_709,33928_2Z709_1_7_v_23_148_DESC,0,148,1,38.71445083618164,-9.160730361938477,4,2,1691159070,8105,2715,93-XQ-22